Groupe de la nomenclature INCA 2,Libellé,Type,Date,Région,Vague,Unité,Famille de substances,Substance,Contamination rapportée,LB,UB,MB
Pommes de terre et apparentés,pomme de terre sautée ou frite,R,2008,2,2,µg/kg PF,HAP,AN,"< 0,094",0,0.094,0.047
Pommes de terre et apparentés,pomme de terre sautée ou frite,R,2009,5,2,µg/kg PF,HAP,AN,"< 0,091",0,0.091,0.0455
Pommes de terre et apparentés,pomme de terre sautée ou frite,R,2008,5,1,µg/kg PF,HAP,AN,,,,
Pommes de terre et apparentés,pomme de terre sautée ou frite,R,2008,1,2,µg/kg PF,HAP,AN,"< 0,319",0,0.319,0.1595
Autres boissons chaudes,boisson au chocolat,R,2008,2,1,µg/kg PF,HAP,AN,"< 0,01",0,0.01,0.005
Autres boissons chaudes,boisson au chocolat,R,2008,9,1,µg/kg PF,HAP,AN,"< 0,01",0,0.01,0.005
Autres boissons chaudes,boisson au chocolat,R,2008,2,2,µg/kg PF,HAP,AN,"< 0,06",0,0.06,0.03
Autres boissons chaudes,boisson au chocolat,R,2008,9,2,µg/kg PF,HAP,AN,"< 0,06",0,0.06,0.03
Autres boissons chaudes,boisson au chocolat,R,2009,6,2,µg/kg PF,HAP,AN,"< 0,06",0,0.06,0.03
Autres boissons chaudes,boisson au chocolat,R,2008,7,2,µg/kg PF,HAP,AN,"< 0,025",0,0.025,0.0125
Autres boissons chaudes,boisson au chocolat,R,2008,6,1,µg/kg PF,HAP,AN,"< 0,024",0,0.024,0.012
"Pizzas, quiches et pâtisseries salées",pizza,N,2007,99,1,µg/kg PF,HAP,AN,"< 0,259",0,0.259,0.1295
"Pizzas, quiches et pâtisseries salées",pizza,N,2008,99,2,µg/kg PF,HAP,AN,"< 0,264",0,0.264,0.132
"Sandwiches, casse-croûte",hamburger,R,2007,34,1,µg/kg PF,HAP,AN,"< 0,275",0,0.275,0.1375
"Sandwiches, casse-croûte",hamburger,R,2007,1,1,µg/kg PF,HAP,AN,"< 0,2",0,0.2,0.1
"Sandwiches, casse-croûte",hamburger,R,2008,9,1,µg/kg PF,HAP,AN,"< 0,261",0,0.261,0.1305
"Sandwiches, casse-croûte",hamburger,R,2009,6,2,µg/kg PF,HAP,AN,"< 0,265",0,0.265,0.1325
"Sandwiches, casse-croûte",hamburger,R,2008,9,2,µg/kg PF,HAP,AN,"< 0,16",0,0.16,0.08
"Sandwiches, casse-croûte",hamburger,R,2008,6,1,µg/kg PF,HAP,AN,"< 0,165",0,0.165,0.0825
"Sandwiches, casse-croûte",hamburger,R,2008,34,2,µg/kg PF,HAP,AN,"< 0,161",0,0.161,0.0805
"Sandwiches, casse-croûte",hamburger,R,2008,1,2,µg/kg PF,HAP,AN,"< 0,635",0,0.635,0.3175
"Sandwiches, casse-croûte",sandwich,R,2007,7,1,µg/kg PF,HAP,AN,"< 0,319",0,0.319,0.1595
"Sandwiches, casse-croûte",sandwich,R,2007,34,1,µg/kg PF,HAP,AN,"< 0,298",0,0.298,0.149
"Sandwiches, casse-croûte",sandwich,R,2007,1,1,µg/kg PF,HAP,AN,"< 0,274",0,0.274,0.137
"Sandwiches, casse-croûte",sandwich,R,2008,9,1,µg/kg PF,HAP,AN,"< 0,253",0,0.253,0.1265
"Sandwiches, casse-croûte",sandwich,R,2009,6,2,µg/kg PF,HAP,AN,"< 0,294",0,0.294,0.147
"Sandwiches, casse-croûte",sandwich,R,2008,9,2,µg/kg PF,HAP,AN,"< 0,165",0,0.165,0.0825
"Sandwiches, casse-croûte",sandwich,R,2008,6,1,µg/kg PF,HAP,AN,"< 0,179",0,0.179,0.0895
"Sandwiches, casse-croûte",sandwich,R,2008,34,2,µg/kg PF,HAP,AN,"< 0,17",0,0.17,0.085
"Sandwiches, casse-croûte",sandwich,R,2008,7,2,µg/kg PF,HAP,AN,,,,
"Sandwiches, casse-croûte",sandwich,R,2008,1,2,µg/kg PF,HAP,AN,"< 0,673",0,0.673,0.3365
Plats composés,crêpe salée,R,2007,1,1,µg/kg PF,HAP,AN,"< 0,208",0,0.208,0.104
Plats composés,crêpe salée,R,2007,7,1,µg/kg PF,HAP,AN,"< 0,201",0,0.201,0.1005
Plats composés,crêpe salée,R,2008,7,2,µg/kg PF,HAP,AN,"< 0,449",0,0.449,0.2245
Plats composés,crêpe salée,R,2008,1,2,µg/kg PF,HAP,AN,"< 0,169",0,0.169,0.0845
Plats composés,pâtes fourrées type ravioli,R,2007,1,1,µg/kg PF,HAP,AN,"< 0,127",0,0.127,0.0635
Plats composés,pâtes fourrées type ravioli,R,2007,7,1,µg/kg PF,HAP,AN,"< 0,193",0,0.193,0.0965
Plats composés,pâtes fourrées type ravioli,R,2007,34,1,µg/kg PF,HAP,AN,,,,
Plats composés,pâtes fourrées type ravioli,R,2008,5,1,µg/kg PF,HAP,AN,"< 0,147",0,0.147,0.0735
Plats composés,pâtes fourrées type ravioli,R,2008,9,1,µg/kg PF,HAP,AN,"< 0,157",0,0.157,0.0785
Plats composés,pâtes fourrées type ravioli,R,2008,9,2,µg/kg PF,HAP,AN,"< 0,155",0,0.155,0.0775
Plats composés,pâtes fourrées type ravioli,R,2009,5,2,µg/kg PF,HAP,AN,"< 0,062",0,0.062,0.031
Plats composés,pâtes fourrées type ravioli,R,2008,7,2,µg/kg PF,HAP,AN,"< 0,104",0,0.104,0.052
Plats composés,pâtes fourrées type ravioli,R,2009,6,2,µg/kg PF,HAP,AN,"< 0,112",0,0.112,0.056
Plats composés,pâtes fourrées type ravioli,R,2008,34,2,µg/kg PF,HAP,AN,"< 0,102",0,0.102,0.051
Plats composés,pâtes fourrées type ravioli,R,2008,6,1,µg/kg PF,HAP,AN,,,,
Plats composés,pâtes fourrées type ravioli,R,2008,1,2,µg/kg PF,HAP,AN,"< 0,565",0,0.565,0.2825
"Entremets, crèmes desserts et laits gélifiés",crème dessert,N,2007,99,1,µg/kg PF,HAP,AN,"< 0,157",0,0.157,0.0785
"Entremets, crèmes desserts et laits gélifiés",crème dessert,N,2008,99,2,µg/kg PF,HAP,AN,"< 0,183",0,0.183,0.0915
Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,2008,5,1,µg/kg PF,HAP,FA,"< 0,439",0,0.439,0.2195
Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,2009,5,2,µg/kg PF,HAP,FA,"< 0,512",0,0.512,0.256
Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,2008,2,2,µg/kg PF,HAP,FA,0.114,0.114,0.114,0.114
Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,2008,1,2,µg/kg PF,HAP,FA,0.023,0.023,0.023,0.023
Pommes de terre et apparentés,purée de pommes de terre,R,2008,2,2,µg/kg PF,HAP,FA,0.042,0.042,0.042,0.042
Pommes de terre et apparentés,purée de pommes de terre,R,2008,1,2,µg/kg PF,HAP,FA,0.292,0.292,0.292,0.292
Pain et panification sèche,pain grillé,N,2008,99,2,µg/kg PF,HAP,FA,0.870,0.870,0.870,0.870
Pain et panification sèche,pain complet ou intégral,N,2008,99,2,µg/kg PF,HAP,FA,1.018,1.018,1.018,1.018
Pain et panification sèche,pain de mie,N,2008,99,2,µg/kg PF,HAP,FA,0.774,0.774,0.774,0.774
Pain et panification sèche,pain aux céréales,N,2008,99,2,µg/kg PF,HAP,FA,0.304,0.304,0.304,0.304
Viennoiserie,pain au chocolat,N,2008,99,2,µg/kg PF,HAP,FA,0.365,0.365,0.365,0.365
Charcuterie,foie gras,R,2007,34,1,µg/kg PF,HAP,FA,"< 0,383",0,0.383,0.1915
Charcuterie,foie gras,R,2008,34,2,µg/kg PF,HAP,FA,"< 0,286",0,0.286,0.143
Crustacés et mollusques,coquille st jacques,R,2008,2,1,µg/kg PF,HAP,FA,2.710,2.710,2.710,2.710
Crustacés et mollusques,coquille st jacques,R,2007,34,1,µg/kg PF,HAP,FA,0.760,0.760,0.760,0.760
Crustacés et mollusques,coquille st jacques,R,2009,5,2,µg/kg PF,HAP,FA,2.462,2.462,2.462,2.462
Crustacés et mollusques,coquille st jacques,R,2008,2,2,µg/kg PF,HAP,FA,1.459,1.459,1.459,1.459
Crustacés et mollusques,coquille st jacques,R,2008,34,2,µg/kg PF,HAP,FA,2.041,2.041,2.041,2.041
Crustacés et mollusques,crevette,R,2007,1,1,µg/kg PF,HAP,FA,0.031,0.031,0.031,0.031
Crustacés et mollusques,crevette,R,2007,7,1,µg/kg PF,HAP,FA,"< 0,457",0,0.457,0.2285
Crustacés et mollusques,crevette,R,2007,34,1,µg/kg PF,HAP,FA,"< 0,457",0,0.457,0.2285
Crustacés et mollusques,crevette,R,2008,2,1,µg/kg PF,HAP,FA,0.453,0.453,0.453,0.453
Crustacés et mollusques,crevette,R,2008,8,1,µg/kg PF,HAP,FA,0.093,0.093,0.093,0.093
Crustacés et mollusques,crevette,R,2009,5,2,µg/kg PF,HAP,FA,0.066,0.066,0.066,0.066
Crustacés et mollusques,crevette,R,2009,6,2,µg/kg PF,HAP,FA,"< 0,218",0,0.218,0.109
Crustacés et mollusques,crevette,R,2008,2,2,µg/kg PF,HAP,FA,"< 0,359",0,0.359,0.1795
Crustacés et mollusques,crevette,R,2008,9,1,µg/kg PF,HAP,FA,0.190,0.190,0.190,0.190
Crustacés et mollusques,crevette,R,2008,9,2,µg/kg PF,HAP,FA,0.107,0.107,0.107,0.107
Crustacés et mollusques,crevette,R,2008,6,1,µg/kg PF,HAP,FA,0.548,0.548,0.548,0.548
Crustacés et mollusques,crevette,R,2008,34,2,µg/kg PF,HAP,FA,0.501,0.501,0.501,0.501
Crustacés et mollusques,crevette,R,2008,1,2,µg/kg PF,HAP,FA,0.383,0.383,0.383,0.383
Crustacés et mollusques,crevette,R,2008,5,1,µg/kg PF,HAP,FA,0.952,0.952,0.952,0.952
Crustacés et mollusques,crevette,R,2008,7,2,µg/kg PF,HAP,FA,0.821,0.821,0.821,0.821
Crustacés et mollusques,crevette,R,2008,8,2,µg/kg PF,HAP,FA,0.212,0.212,0.212,0.212
Crustacés et mollusques,huître,R,2008,2,1,µg/kg PF,HAP,FA,2.589,2.589,2.589,2.589
Crustacés et mollusques,huître,R,2008,8,1,µg/kg PF,HAP,FA,4.408,4.408,4.408,4.408
Crustacés et mollusques,huître,R,2008,9,2,µg/kg PF,HAP,FA,4.517,4.517,4.517,4.517
Crustacés et mollusques,huître,R,2008,8,2,µg/kg PF,HAP,FA,4.126,4.126,4.126,4.126
Crustacés et mollusques,huître,R,2009,6,2,µg/kg PF,HAP,FA,4.155,4.155,4.155,4.155
Crustacés et mollusques,huître,R,2009,5,2,µg/kg PF,HAP,FA,6.470,6.470,6.470,6.470
Crustacés et mollusques,moule,R,2007,7,1,µg/kg PF,HAP,FA,1.749,1.749,1.749,1.749
Crustacés et mollusques,moule,R,2007,34,1,µg/kg PF,HAP,FA,1.109,1.109,1.109,1.109
Crustacés et mollusques,moule,R,2007,1,1,µg/kg PF,HAP,FA,3.769,3.769,3.769,3.769
Crustacés et mollusques,moule,R,2008,9,1,µg/kg PF,HAP,FA,1.443,1.443,1.443,1.443
Crustacés et mollusques,moule,R,2008,9,2,µg/kg PF,HAP,FA,4.981,4.981,4.981,4.981
Crustacés et mollusques,moule,R,2009,5,2,µg/kg PF,HAP,FA,7.439,7.439,7.439,7.439
Crustacés et mollusques,moule,R,2008,7,2,µg/kg PF,HAP,FA,9.223,9.223,9.223,9.223
Crustacés et mollusques,moule,R,2008,34,2,µg/kg PF,HAP,FA,4.078,4.078,4.078,4.078
Crustacés et mollusques,moule,R,2008,1,2,µg/kg PF,HAP,FA,1.706,1.706,1.706,1.706
Crustacés et mollusques,moule,R,2008,5,1,µg/kg PF,HAP,FA,1.080,1.080,1.080,1.080
Condiments et sauces,mayonnaise,N,2007,99,1,µg/kg PF,HAP,FA,0.977,0.977,0.977,0.977
Condiments et sauces,sauce tomate à la viande,N,2007,99,1,µg/kg PF,HAP,FA,"< 0,193",0,0.193,0.0965
Condiments et sauces,sauce tomate à la viande,N,2008,99,2,µg/kg PF,HAP,FA,0.077,0.077,0.077,0.077
Fromages,roquefort,N,2007,99,1,µg/kg PF,HAP,FA,0.118,0.118,0.118,0.118
Fromages,roquefort,N,2008,99,2,µg/kg PF,HAP,FA,0.609,0.609,0.609,0.609
Fromages,fromage à pâte ferme enrobé de cire,N,2007,99,1,µg/kg PF,HAP,FA,"< 0,444",0,0.444,0.222
Fromages,fromage à pâte ferme enrobé de cire,N,2008,99,2,µg/kg PF,HAP,FA,0.064,0.064,0.064,0.064
Beurre,beurre,N,2007,99,1,µg/kg PF,HAP,FA,0.183,0.183,0.183,0.183
Beurre,beurre,N,2008,99,2,µg/kg PF,HAP,FA,0.297,0.297,0.297,0.297
Beurre,beurre allégé à 60-62 % m.g.,N,2007,99,1,µg/kg PF,HAP,FA,1.163,1.163,1.163,1.163
Beurre,beurre allégé à 60-62 % m.g.,N,2008,99,2,µg/kg PF,HAP,FA,0.019,0.019,0.019,0.019
Margarine,margarine au tournesol,N,2007,99,1,µg/kg PF,HAP,FA,2.692,2.692,2.692,2.692
Margarine,margarine au tournesol,N,2008,99,2,µg/kg PF,HAP,FA,0.191,0.191,0.191,0.191
Huile,huile d'olive vierge 1ère pression,N,2007,99,1,µg/kg PF,HAP,FA,2.376,2.376,2.376,2.376
Huile,huile d'olive vierge 1ère pression,N,2008,99,2,µg/kg PF,HAP,FA,6.994,6.994,6.994,6.994
Huile,huile de soja,N,2007,99,1,µg/kg PF,HAP,FA,2.705,2.705,2.705,2.705
Huile,huile de soja,N,2008,99,2,µg/kg PF,HAP,FA,4.667,4.667,4.667,4.667
Huile,huile de tournesol,N,2007,99,1,µg/kg PF,HAP,FA,1.303,1.303,1.303,1.303
Huile,huile de tournesol,N,2008,99,2,µg/kg PF,HAP,FA,4.618,4.618,4.618,4.618
Café,café noir,R,2007,1,1,µg/kg PF,HAP,FA,"< 0,01",0,0.01,0.005
Café,café noir,R,2007,7,1,µg/kg PF,HAP,FA,0.042,0.042,0.042,0.042
Café,café noir,R,2008,2,1,µg/kg PF,HAP,FA,0.013,0.013,0.013,0.013
Café,café noir,R,2008,9,1,µg/kg PF,HAP,FA,0.005,0.005,0.005,0.005
Café,café noir,R,2009,5,2,µg/kg PF,HAP,FA,0.028,0.028,0.028,0.028
Café,café noir,R,2008,2,2,µg/kg PF,HAP,FA,"< 0,02",0,0.02,0.01
Café,café noir,R,2008,9,2,µg/kg PF,HAP,FA,"< 0,038",0,0.038,0.019
Café,café noir,R,2009,6,2,µg/kg PF,HAP,FA,"< 0,023",0,0.023,0.0115
Café,café noir,R,2008,34,2,µg/kg PF,HAP,FA,0.021,0.021,0.021,0.021
Café,café noir,R,2008,5,1,µg/kg PF,HAP,FA,0.016,0.016,0.016,0.016
Café,café noir,R,2008,8,1,µg/kg PF,HAP,FA,0.046,0.046,0.046,0.046
Café,café noir,R,2008,7,2,µg/kg PF,HAP,FA,"< 0,025",0,0.025,0.0125
Café,café noir,R,2008,6,1,µg/kg PF,HAP,FA,"< 0,025",0,0.025,0.0125
Café,café noir,R,2008,1,2,µg/kg PF,HAP,FA,"< 0,029",0,0.029,0.0145
Café,café noir,R,2008,8,2,µg/kg PF,HAP,FA,"< 0,034",0,0.034,0.017
Café,café soluble reconstitué prêt à boire,R,2007,1,1,µg/kg PF,HAP,FA,"< 0,01",0,0.01,0.005
Café,café soluble reconstitué prêt à boire,R,2007,7,1,µg/kg PF,HAP,FA,0.022,0.022,0.022,0.022
Café,café soluble reconstitué prêt à boire,R,2008,2,1,µg/kg PF,HAP,FA,0.021,0.021,0.021,0.021
Café,café soluble reconstitué prêt à boire,R,2008,9,1,µg/kg PF,HAP,FA,"< 0,054",0,0.054,0.027
Café,café soluble reconstitué prêt à boire,R,2009,5,2,µg/kg PF,HAP,FA,0.005,0.005,0.005,0.005
Café,café soluble reconstitué prêt à boire,R,2008,2,2,µg/kg PF,HAP,FA,0.130,0.130,0.130,0.130
Café,café soluble reconstitué prêt à boire,R,2008,9,2,µg/kg PF,HAP,FA,,,,
Café,café soluble reconstitué prêt à boire,R,2009,6,2,µg/kg PF,HAP,FA,0.020,0.020,0.020,0.020
Café,café soluble reconstitué prêt à boire,R,2008,5,1,µg/kg PF,HAP,FA,0.043,0.043,0.043,0.043
Café,café soluble reconstitué prêt à boire,R,2008,8,1,µg/kg PF,HAP,FA,0.085,0.085,0.085,0.085
Café,café soluble reconstitué prêt à boire,R,2008,7,2,µg/kg PF,HAP,FA,0.049,0.049,0.049,0.049
Café,café soluble reconstitué prêt à boire,R,2008,6,1,µg/kg PF,HAP,FA,0.066,0.066,0.066,0.066
Café,café soluble reconstitué prêt à boire,R,2008,1,2,µg/kg PF,HAP,FA,0.016,0.016,0.016,0.016
Café,café soluble reconstitué prêt à boire,R,2008,8,2,µg/kg PF,HAP,FA,"< 0,057",0,0.057,0.0285
Autres boissons chaudes,boisson au chocolat,R,2007,1,1,µg/kg PF,HAP,FA,0.039,0.039,0.039,0.039
Autres boissons chaudes,boisson au chocolat,R,2008,1,2,µg/kg PF,HAP,FA,"< 0,076",0,0.076,0.038
Boissons fraîches sans alcool,boisson au soja ou tonyu,N,2007,99,1,µg/kg PF,HAP,FA,0.011,0.011,0.011,0.011
Boissons fraîches sans alcool,boisson au soja ou tonyu,N,2008,99,2,µg/kg PF,HAP,FA,"< 0,02",0,0.02,0.01
Légumes (hors pomme de terre),radis,R,2008,5,1,µg/kg PF,HAP,FA,0.032,0.032,0.032,0.032
Légumes (hors pomme de terre),radis,R,2008,9,1,µg/kg PF,HAP,FA,0.015,0.015,0.015,0.015
Légumes (hors pomme de terre),radis,R,2008,8,1,µg/kg PF,HAP,FA,0.050,0.050,0.050,0.050
Légumes (hors pomme de terre),radis,R,2008,9,2,µg/kg PF,HAP,FA,0.119,0.119,0.119,0.119
Légumes (hors pomme de terre),radis,R,2008,2,2,µg/kg PF,HAP,FA,0.030,0.030,0.030,0.030
Légumes (hors pomme de terre),radis,R,2009,5,2,µg/kg PF,HAP,FA,0.017,0.017,0.017,0.017
Légumes (hors pomme de terre),radis,R,2008,6,1,µg/kg PF,HAP,FA,0.056,0.056,0.056,0.056
Légumes (hors pomme de terre),radis,R,2009,6,2,µg/kg PF,HAP,FA,0.084,0.084,0.084,0.084
Légumes (hors pomme de terre),radis,R,2008,1,2,µg/kg PF,HAP,FA,0.085,0.085,0.085,0.085
Légumes (hors pomme de terre),radis,R,2008,8,2,µg/kg PF,HAP,FA,0.061,0.061,0.061,0.061
Oeufs et dérivés,oeuf dur,R,2008,2,1,µg/kg PF,HAP,FA,0.092,0.092,0.092,0.092
Oeufs et dérivés,oeuf dur,R,2007,7,1,µg/kg PF,HAP,FA,0.265,0.265,0.265,0.265
Oeufs et dérivés,oeuf dur,R,2007,34,1,µg/kg PF,HAP,FA,0.127,0.127,0.127,0.127
Oeufs et dérivés,oeuf dur,R,2007,1,1,µg/kg PF,HAP,FA,"< 0,255",0,0.255,0.1275
Oeufs et dérivés,oeuf dur,R,2008,8,1,µg/kg PF,HAP,FA,"< 0,283",0,0.283,0.1415
Oeufs et dérivés,oeuf dur,R,2009,6,2,µg/kg PF,HAP,FA,0.114,0.114,0.114,0.114
Oeufs et dérivés,oeuf dur,R,2008,2,2,µg/kg PF,HAP,FA,0.074,0.074,0.074,0.074
Oeufs et dérivés,oeuf dur,R,2008,9,1,µg/kg PF,HAP,FA,0.154,0.154,0.154,0.154
Oeufs et dérivés,oeuf dur,R,2008,9,2,µg/kg PF,HAP,FA,0.022,0.022,0.022,0.022
Oeufs et dérivés,oeuf dur,R,2008,7,2,µg/kg PF,HAP,FA,0.039,0.039,0.039,0.039
Oeufs et dérivés,oeuf dur,R,2008,34,2,µg/kg PF,HAP,FA,"< 0,207",0,0.207,0.1035
Oeufs et dérivés,oeuf dur,R,2008,1,2,µg/kg PF,HAP,FA,0.097,0.097,0.097,0.097
Oeufs et dérivés,oeuf dur,R,2008,6,1,µg/kg PF,HAP,FA,0.096,0.096,0.096,0.096
Oeufs et dérivés,oeuf dur,R,2008,8,2,µg/kg PF,HAP,FA,"< 0,177",0,0.177,0.0885
Pâtisseries et gâteaux,gâteau au chocolat,N,2008,99,2,µg/kg PF,HAP,FA,0.595,0.595,0.595,0.595
Pâtisseries et gâteaux,cake aux fruits confits,N,2008,99,2,µg/kg PF,HAP,FA,0.266,0.266,0.266,0.266
Biscuits sucrés ou salés et barres,barquette à la pulpe de fruit,N,2008,99,2,µg/kg PF,HAP,FA,0.118,0.118,0.118,0.118
Plats composés,cassoulet,R,2008,5,1,µg/kg PF,HAP,FA,0.051,0.051,0.051,0.051
Plats composés,cassoulet,R,2009,5,2,µg/kg PF,HAP,FA,0.587,0.587,0.587,0.587
Plats composés,choucroute,R,2008,5,1,µg/kg PF,HAP,FA,0.855,0.855,0.855,0.855
Plats composés,choucroute,R,2009,5,2,µg/kg PF,HAP,FA,1.644,1.644,1.644,1.644
Plats composés,choucroute,R,2008,9,2,µg/kg PF,HAP,FA,1.051,1.051,1.051,1.051
Plats composés,choucroute,R,2009,6,2,µg/kg PF,HAP,FA,0.586,0.586,0.586,0.586
Plats composés,hachis parmentier,R,2007,1,1,µg/kg PF,HAP,FA,0.132,0.132,0.132,0.132
Plats composés,hachis parmentier,R,2007,34,1,µg/kg PF,HAP,FA,0.985,0.985,0.985,0.985
Plats composés,hachis parmentier,R,2008,5,1,µg/kg PF,HAP,FA,0.134,0.134,0.134,0.134
Plats composés,hachis parmentier,R,2008,9,2,µg/kg PF,HAP,FA,0.275,0.275,0.275,0.275
Plats composés,hachis parmentier,R,2008,9,1,µg/kg PF,HAP,FA,"< 0,36",0,0.36,0.18
Plats composés,hachis parmentier,R,2009,5,2,µg/kg PF,HAP,FA,0.300,0.300,0.300,0.300
Plats composés,hachis parmentier,R,2008,34,2,µg/kg PF,HAP,FA,0.087,0.087,0.087,0.087
Plats composés,hachis parmentier,R,2008,1,2,µg/kg PF,HAP,FA,"< 0,491",0,0.491,0.2455
Plats composés,pot-au-feu,R,2008,9,2,µg/kg PF,HAP,FA,0.226,0.226,0.226,0.226
Plats composés,pot-au-feu,R,2009,5,2,µg/kg PF,HAP,FA,0.133,0.133,0.133,0.133
Plats composés,pot-au-feu,R,2008,7,2,µg/kg PF,HAP,FA,"< 0,123",0,0.123,0.0615
Légumes (hors pomme de terre),ratatouille,R,2007,34,1,µg/kg PF,HAP,FA,0.139,0.139,0.139,0.139
Légumes (hors pomme de terre),ratatouille,R,2008,34,2,µg/kg PF,HAP,FA,0.094,0.094,0.094,0.094
Légumes (hors pomme de terre),ratatouille,R,2008,7,2,µg/kg PF,HAP,FA,0.106,0.106,0.106,0.106
Plats composés,couscous,R,2007,7,1,µg/kg PF,HAP,FA,0.213,0.213,0.213,0.213
Plats composés,couscous,R,2007,34,1,µg/kg PF,HAP,FA,0.363,0.363,0.363,0.363
Plats composés,couscous,R,2008,5,1,µg/kg PF,HAP,FA,0.339,0.339,0.339,0.339
Plats composés,couscous,R,2009,5,2,µg/kg PF,HAP,FA,0.425,0.425,0.425,0.425
Plats composés,couscous,R,2009,6,2,µg/kg PF,HAP,FA,0.279,0.279,0.279,0.279
Plats composés,couscous,R,2008,9,1,µg/kg PF,HAP,FA,0.340,0.340,0.340,0.340
Plats composés,couscous,R,2008,9,2,µg/kg PF,HAP,FA,0.078,0.078,0.078,0.078
Plats composés,couscous,R,2008,34,2,µg/kg PF,HAP,FA,0.070,0.070,0.070,0.070
Plats composés,couscous,R,2008,7,2,µg/kg PF,HAP,FA,0.070,0.070,0.070,0.070
Plats composés,couscous,R,2008,6,1,µg/kg PF,HAP,FA,0.231,0.231,0.231,0.231
Plats composés,cordon bleu de volaille,R,2007,34,1,µg/kg PF,HAP,FA,0.479,0.479,0.479,0.479
Plats composés,cordon bleu de volaille,R,2008,34,2,µg/kg PF,HAP,FA,0.030,0.030,0.030,0.030
"Pizzas, quiches et pâtisseries salées",quiche lorraine,N,2007,99,1,µg/kg PF,HAP,FA,0.625,0.625,0.625,0.625
"Pizzas, quiches et pâtisseries salées",quiche lorraine,N,2008,99,2,µg/kg PF,HAP,FA,1.566,1.566,1.566,1.566
Poissons,lieu ou colin,R,2007,7,1,µg/kg PF,HAP,FA,"< 0,297",0,0.297,0.1485
Poissons,lieu ou colin,R,2007,1,1,µg/kg PF,HAP,FA,0.388,0.388,0.388,0.388
Poissons,lieu ou colin,R,2008,2,1,µg/kg PF,HAP,FA,0.539,0.539,0.539,0.539
Poissons,lieu ou colin,R,2008,2,2,µg/kg PF,HAP,FA,"< 0,441",0,0.441,0.2205
Poissons,lieu ou colin,R,2008,1,2,µg/kg PF,HAP,FA,0.082,0.082,0.082,0.082
Poissons,lieu ou colin,R,2008,7,2,µg/kg PF,HAP,FA,0.094,0.094,0.094,0.094
Poissons,poisson pané,R,2007,7,1,µg/kg PF,HAP,FA,"< 0,793",0,0.793,0.3965
Poissons,poisson pané,R,2007,34,1,µg/kg PF,HAP,FA,0.199,0.199,0.199,0.199
Poissons,poisson pané,R,2007,1,1,µg/kg PF,HAP,FA,0.429,0.429,0.429,0.429
Poissons,poisson pané,R,2008,2,1,µg/kg PF,HAP,FA,0.746,0.746,0.746,0.746
Poissons,poisson pané,R,2008,8,1,µg/kg PF,HAP,FA,"< 0,502",0,0.502,0.251
Poissons,poisson pané,R,2009,6,2,µg/kg PF,HAP,FA,0.054,0.054,0.054,0.054
Poissons,poisson pané,R,2008,2,2,µg/kg PF,HAP,FA,0.334,0.334,0.334,0.334
Poissons,poisson pané,R,2008,9,1,µg/kg PF,HAP,FA,0.421,0.421,0.421,0.421
Poissons,poisson pané,R,2009,5,2,µg/kg PF,HAP,FA,0.261,0.261,0.261,0.261
Poissons,poisson pané,R,2008,9,2,µg/kg PF,HAP,FA,0.679,0.679,0.679,0.679
Poissons,poisson pané,R,2008,7,2,µg/kg PF,HAP,FA,0.269,0.269,0.269,0.269
Poissons,poisson pané,R,2008,6,1,µg/kg PF,HAP,FA,0.371,0.371,0.371,0.371
Poissons,poisson pané,R,2008,34,2,µg/kg PF,HAP,FA,0.264,0.264,0.264,0.264
Poissons,poisson pané,R,2008,1,2,µg/kg PF,HAP,FA,0.106,0.106,0.106,0.106
Poissons,poisson pané,R,2008,5,1,µg/kg PF,HAP,FA,0.830,0.830,0.830,0.830
Poissons,poisson pané,R,2008,8,2,µg/kg PF,HAP,FA,0.143,0.143,0.143,0.143
Poissons,saumon fumé,R,2007,34,1,µg/kg PF,HAP,FA,"< 0,73",0,0.73,0.365
Poissons,saumon fumé,R,2008,34,2,µg/kg PF,HAP,FA,0.455,0.455,0.455,0.455
Poissons,saumon,R,2008,2,1,µg/kg PF,HAP,FA,0.300,0.300,0.300,0.300
Poissons,saumon,R,2007,7,1,µg/kg PF,HAP,FA,0.908,0.908,0.908,0.908
Poissons,saumon,R,2007,34,1,µg/kg PF,HAP,FA,1.045,1.045,1.045,1.045
Poissons,saumon,R,2007,1,1,µg/kg PF,HAP,FA,1.003,1.003,1.003,1.003
Poissons,saumon,R,2008,5,1,µg/kg PF,HAP,FA,0.480,0.480,0.480,0.480
Poissons,saumon,R,2008,9,1,µg/kg PF,HAP,FA,1.126,1.126,1.126,1.126
Poissons,saumon,R,2008,8,1,µg/kg PF,HAP,FA,"< 0,481",0,0.481,0.2405
Poissons,saumon,R,2008,2,2,µg/kg PF,HAP,FA,0.441,0.441,0.441,0.441
Poissons,saumon,R,2009,5,2,µg/kg PF,HAP,FA,0.328,0.328,0.328,0.328
Poissons,saumon,R,2008,9,2,µg/kg PF,HAP,FA,0.557,0.557,0.557,0.557
Poissons,saumon,R,2008,7,2,µg/kg PF,HAP,FA,0.794,0.794,0.794,0.794
