Groupe de la nomenclature INCA 2,Libellé,Type,Date,Région,Vague,Unité,Famille de substances,Substance,Contamination rapportée,LB,UB,MB
Lait,lait écrémé,R,2008,2,1,ng/g,Bromés,HBCD beta,"< 0,0002",0,0.0002,0.0001
Lait,lait écrémé,R,2009,5,2,ng/g,Bromés,HBCD beta,"< 0,0006",0,0.0006,0.0003
Lait,lait écrémé,R,2008,2,2,ng/g,Bromés,HBCD beta,"< 0,0007",0,0.0007,0.00035
Lait,lait écrémé,R,2009,6,2,ng/g,Bromés,HBCD beta,"< 0,0007",0,0.0007,0.00035
Lait,lait écrémé,R,2008,5,1,ng/g,Bromés,HBCD beta,"< 0,0003",0,0.0003,0.00015
Lait,lait écrémé,R,2008,7,2,ng/g,Bromés,HBCD beta,"< 0,0003",0,0.0003,0.00015
Lait,lait écrémé,R,2008,6,1,ng/g,Bromés,HBCD beta,"< 0,0003",0,0.0003,0.00015
Lait,lait écrémé,R,2008,1,2,ng/g,Bromés,HBCD beta,"< 0,0002",0,0.0002,0.0001
Lait,lait entier,R,2007,1,1,ng/g,Bromés,HBCD beta,"< 0,0005",0,0.0005,0.00025
Lait,lait entier,R,2007,34,1,ng/g,Bromés,HBCD beta,"< 0,0002",0,0.0002,0.0001
Lait,lait entier,R,2007,7,1,ng/g,Bromés,HBCD beta,0.0015,0.0015,0.0015,0.0015
Lait,lait entier,R,2008,2,1,ng/g,Bromés,HBCD beta,"< 0,0002",0,0.0002,0.0001
Lait,lait entier,R,2008,9,1,ng/g,Bromés,HBCD beta,"< 0,0017",0,0.0017,0.00085
Lait,lait entier,R,2008,2,2,ng/g,Bromés,HBCD beta,"< 0,0018",0,0.0018,0.0009
Lait,lait entier,R,2008,9,2,ng/g,Bromés,HBCD beta,"< 0,0018",0,0.0018,0.0009
Lait,lait entier,R,2008,34,2,ng/g,Bromés,HBCD beta,"< 0,0008",0,0.0008,0.0004
Lait,lait entier,R,2008,8,1,ng/g,Bromés,HBCD beta,"< 0,0007",0,0.0007,0.00035
Lait,lait entier,R,2008,7,2,ng/g,Bromés,HBCD beta,"< 0,0008",0,0.0008,0.0004
Lait,lait entier,R,2008,1,2,ng/g,Bromés,HBCD beta,"< 0,0002",0,0.0002,0.0001
Lait,lait entier,R,2008,8,2,ng/g,Bromés,HBCD beta,0.0000,0.0000,0.0000,0.0000
Ultra-frais laitier,crème fraîche,R,2007,7,1,ng/g,Bromés,HBCD beta,0.0016,0.0016,0.0016,0.0016
Ultra-frais laitier,crème fraîche,R,2007,34,1,ng/g,Bromés,HBCD beta,"< 0,0061",0,0.0061,0.00305
Ultra-frais laitier,crème fraîche,R,2007,1,1,ng/g,Bromés,HBCD beta,"< 0,0029",0,0.0029,0.00145
Ultra-frais laitier,crème fraîche,R,2008,5,1,ng/g,Bromés,HBCD beta,"< 0,0029",0,0.0029,0.00145
Ultra-frais laitier,crème fraîche,R,2008,9,2,ng/g,Bromés,HBCD beta,"< 0,0016",0,0.0016,0.0008
Ultra-frais laitier,crème fraîche,R,2009,5,2,ng/g,Bromés,HBCD beta,"< 0,0024",0,0.0024,0.0012
Ultra-frais laitier,crème fraîche,R,2009,6,2,ng/g,Bromés,HBCD beta,"< 0,0017",0,0.0017,0.00085
Ultra-frais laitier,crème fraîche,R,2008,9,1,ng/g,Bromés,HBCD beta,"< 0,0029",0,0.0029,0.00145
Ultra-frais laitier,crème fraîche,R,2008,6,1,ng/g,Bromés,HBCD beta,"< 0,0023",0,0.0023,0.00115
Ultra-frais laitier,crème fraîche,R,2008,34,2,ng/g,Bromés,HBCD beta,"< 0,0028",0,0.0028,0.0014
Ultra-frais laitier,crème fraîche,R,2008,7,2,ng/g,Bromés,HBCD beta,"< 0,0077",0,0.0077,0.00385
Ultra-frais laitier,crème fraîche,R,2008,1,2,ng/g,Bromés,HBCD beta,"< 0,0067",0,0.0067,0.00335
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2007,7,1,ng/g,Bromés,HBCD beta,"< 0,0018",0,0.0018,0.0009
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2007,34,1,ng/g,Bromés,HBCD beta,"< 0,0018",0,0.0018,0.0009
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2007,1,1,ng/g,Bromés,HBCD beta,"< 0,0011",0,0.0011,0.00055
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,2,1,ng/g,Bromés,HBCD beta,"< 0,0011",0,0.0011,0.00055
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,9,1,ng/g,Bromés,HBCD beta,"< 0,0012",0,0.0012,0.0006
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,9,2,ng/g,Bromés,HBCD beta,"< 0,0014",0,0.0014,0.0007
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,8,2,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2009,6,2,ng/g,Bromés,HBCD beta,"< 0,0012",0,0.0012,0.0006
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,2,2,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2009,5,2,ng/g,Bromés,HBCD beta,0.0129,0.0129,0.0129,0.0129
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,6,1,ng/g,Bromés,HBCD beta,"< 0,0014",0,0.0014,0.0007
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,34,2,ng/g,Bromés,HBCD beta,"< 0,0016",0,0.0016,0.0008
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,5,1,ng/g,Bromés,HBCD beta,"< 0,0018",0,0.0018,0.0009
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,8,1,ng/g,Bromés,HBCD beta,"< 0,0019",0,0.0019,0.00095
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,7,2,ng/g,Bromés,HBCD beta,"< 0,0026",0,0.0026,0.0013
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,1,2,ng/g,Bromés,HBCD beta,"< 0,0026",0,0.0026,0.0013
Fromages,fromage blanc non allégé,R,2007,7,1,ng/g,Bromés,HBCD beta,"< 0,0021",0,0.0021,0.00105
Fromages,fromage blanc non allégé,R,2007,34,1,ng/g,Bromés,HBCD beta,"< 0,0015",0,0.0015,0.00075
Fromages,fromage blanc non allégé,R,2007,1,1,ng/g,Bromés,HBCD beta,"< 0,0012",0,0.0012,0.0006
Fromages,fromage blanc non allégé,R,2008,9,1,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Fromages,fromage blanc non allégé,R,2008,8,1,ng/g,Bromés,HBCD beta,"< 0,0017",0,0.0017,0.00085
Fromages,fromage blanc non allégé,R,2008,9,2,ng/g,Bromés,HBCD beta,"< 0,0011",0,0.0011,0.00055
Fromages,fromage blanc non allégé,R,2008,8,2,ng/g,Bromés,HBCD beta,"< 0,0012",0,0.0012,0.0006
Fromages,fromage blanc non allégé,R,2008,2,2,ng/g,Bromés,HBCD beta,"< 0,0012",0,0.0012,0.0006
Fromages,fromage blanc non allégé,R,2009,5,2,ng/g,Bromés,HBCD beta,0.0003,0.0003,0.0003,0.0003
Fromages,fromage blanc non allégé,R,2008,7,2,ng/g,Bromés,HBCD beta,"< 0,002",0,0.002,0.001
Fromages,fromage blanc non allégé,R,2009,6,2,ng/g,Bromés,HBCD beta,"< 0,0017",0,0.0017,0.00085
Fromages,fromage blanc non allégé,R,2008,34,2,ng/g,Bromés,HBCD beta,"< 0,0022",0,0.0022,0.0011
Fromages,fromage blanc non allégé,R,2008,5,1,ng/g,Bromés,HBCD beta,"< 0,002",0,0.002,0.001
Fromages,fromage blanc non allégé,R,2008,6,1,ng/g,Bromés,HBCD beta,"< 0,0029",0,0.0029,0.00145
Fromages,fromage blanc non allégé,R,2008,1,2,ng/g,Bromés,HBCD beta,"< 0,0029",0,0.0029,0.00145
Ultra-frais laitier,yaourt 0%,R,2007,1,1,ng/g,Bromés,HBCD beta,"< 0,0012",0,0.0012,0.0006
Ultra-frais laitier,yaourt 0%,R,2008,2,1,ng/g,Bromés,HBCD beta,"< 0,0014",0,0.0014,0.0007
Ultra-frais laitier,yaourt 0%,R,2007,7,1,ng/g,Bromés,HBCD beta,"< 0,0013",0,0.0013,0.00065
Ultra-frais laitier,yaourt 0%,R,2007,34,1,ng/g,Bromés,HBCD beta,0.0023,0.0023,0.0023,0.0023
Ultra-frais laitier,yaourt 0%,R,2008,9,2,ng/g,Bromés,HBCD beta,"< 0,0015",0,0.0015,0.00075
Ultra-frais laitier,yaourt 0%,R,2009,5,2,ng/g,Bromés,HBCD beta,"< 0,0009",0,0.0009,0.00045
Ultra-frais laitier,yaourt 0%,R,2008,8,2,ng/g,Bromés,HBCD beta,0.0225,0.0225,0.0225,0.0225
Ultra-frais laitier,yaourt 0%,R,2009,6,2,ng/g,Bromés,HBCD beta,0.0005,0.0005,0.0005,0.0005
Ultra-frais laitier,yaourt 0%,R,2008,2,2,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Ultra-frais laitier,yaourt 0%,R,2008,9,1,ng/g,Bromés,HBCD beta,"< 0,0008",0,0.0008,0.0004
Ultra-frais laitier,yaourt 0%,R,2008,7,2,ng/g,Bromés,HBCD beta,"< 0,0012",0,0.0012,0.0006
Ultra-frais laitier,yaourt 0%,R,2008,34,2,ng/g,Bromés,HBCD beta,"< 0,0014",0,0.0014,0.0007
Ultra-frais laitier,yaourt 0%,R,2008,5,1,ng/g,Bromés,HBCD beta,"< 0,0015",0,0.0015,0.00075
Ultra-frais laitier,yaourt 0%,R,2008,8,1,ng/g,Bromés,HBCD beta,"< 0,0014",0,0.0014,0.0007
Ultra-frais laitier,yaourt 0%,R,2008,6,1,ng/g,Bromés,HBCD beta,"< 0,0022",0,0.0022,0.0011
Ultra-frais laitier,yaourt 0%,R,2008,1,2,ng/g,Bromés,HBCD beta,"< 0,0018",0,0.0018,0.0009
Ultra-frais laitier,yaourt au lait entier,R,2007,7,1,ng/g,Bromés,HBCD beta,0.0014,0.0014,0.0014,0.0014
Ultra-frais laitier,yaourt au lait entier,R,2007,34,1,ng/g,Bromés,HBCD beta,0.0000,0.0000,0.0000,0.0000
Ultra-frais laitier,yaourt au lait entier,R,2008,2,1,ng/g,Bromés,HBCD beta,"< 0,0006",0,0.0006,0.0003
Ultra-frais laitier,yaourt au lait entier,R,2008,5,1,ng/g,Bromés,HBCD beta,"< 0,0018",0,0.0018,0.0009
Ultra-frais laitier,yaourt au lait entier,R,2008,9,1,ng/g,Bromés,HBCD beta,"< 0,0013",0,0.0013,0.00065
Ultra-frais laitier,yaourt au lait entier,R,2008,9,2,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Ultra-frais laitier,yaourt au lait entier,R,2009,5,2,ng/g,Bromés,HBCD beta,"< 0,0012",0,0.0012,0.0006
Ultra-frais laitier,yaourt au lait entier,R,2008,8,2,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Ultra-frais laitier,yaourt au lait entier,R,2009,6,2,ng/g,Bromés,HBCD beta,0.0010,0.0010,0.0010,0.0010
Ultra-frais laitier,yaourt au lait entier,R,2008,2,2,ng/g,Bromés,HBCD beta,0.0143,0.0143,0.0143,0.0143
Ultra-frais laitier,yaourt au lait entier,R,2008,7,2,ng/g,Bromés,HBCD beta,"< 0,0015",0,0.0015,0.00075
Ultra-frais laitier,yaourt au lait entier,R,2008,6,1,ng/g,Bromés,HBCD beta,"< 0,0017",0,0.0017,0.00085
Ultra-frais laitier,yaourt au lait entier,R,2008,34,2,ng/g,Bromés,HBCD beta,"< 0,0017",0,0.0017,0.00085
Ultra-frais laitier,yaourt au lait entier,R,2008,8,1,ng/g,Bromés,HBCD beta,"< 0,0028",0,0.0028,0.0014
Ultra-frais laitier,yaourt au lait entier,R,2008,1,2,ng/g,Bromés,HBCD beta,"< 0,0024",0,0.0024,0.0012
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2007,1,1,ng/g,Bromés,HBCD beta,"< 0,0014",0,0.0014,0.0007
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,2,1,ng/g,Bromés,HBCD beta,"< 0,0017",0,0.0017,0.00085
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2007,7,1,ng/g,Bromés,HBCD beta,0.0011,0.0011,0.0011,0.0011
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2007,34,1,ng/g,Bromés,HBCD beta,0.0000,0.0000,0.0000,0.0000
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,8,1,ng/g,Bromés,HBCD beta,"< 0,0015",0,0.0015,0.00075
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2009,5,2,ng/g,Bromés,HBCD beta,"< 0,0013",0,0.0013,0.00065
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2009,6,2,ng/g,Bromés,HBCD beta,"< 0,0015",0,0.0015,0.00075
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,2,2,ng/g,Bromés,HBCD beta,"< 0,0012",0,0.0012,0.0006
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,9,1,ng/g,Bromés,HBCD beta,0.0005,0.0005,0.0005,0.0005
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,9,2,ng/g,Bromés,HBCD beta,"< 0,0014",0,0.0014,0.0007
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,7,2,ng/g,Bromés,HBCD beta,"< 0,0014",0,0.0014,0.0007
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,34,2,ng/g,Bromés,HBCD beta,"< 0,0018",0,0.0018,0.0009
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,1,2,ng/g,Bromés,HBCD beta,"< 0,0017",0,0.0017,0.00085
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,5,1,ng/g,Bromés,HBCD beta,"< 0,0019",0,0.0019,0.00095
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,8,2,ng/g,Bromés,HBCD beta,"< 0,0029",0,0.0029,0.00145
Fromages,fromage fondu,N,2007,99,1,ng/g,Bromés,HBCD beta,"< 0,0025",0,0.0025,0.00125
Fromages,fromage fondu,N,2008,99,2,ng/g,Bromés,HBCD beta,"< 0,0025",0,0.0025,0.00125
Fromages,camembert et apparenté,N,2007,99,1,ng/g,Bromés,HBCD beta,"< 0,0027",0,0.0027,0.00135
Fromages,camembert et apparenté,N,2008,99,2,ng/g,Bromés,HBCD beta,"< 0,0032",0,0.0032,0.0016
Fromages,"cantal, morbier et apparenté",N,2007,99,1,ng/g,Bromés,HBCD beta,"< 0,0035",0,0.0035,0.00175
Fromages,"cantal, morbier et apparenté",N,2008,99,2,ng/g,Bromés,HBCD beta,0.0005,0.0005,0.0005,0.0005
Fromages,chèvre,N,2007,99,1,ng/g,Bromés,HBCD beta,"< 0,0029",0,0.0029,0.00145
Fromages,chèvre,N,2008,99,2,ng/g,Bromés,HBCD beta,"< 0,0031",0,0.0031,0.00155
Fromages,edam et apparenté,N,2007,99,1,ng/g,Bromés,HBCD beta,0.0027,0.0027,0.0027,0.0027
Fromages,edam et apparenté,N,2008,99,2,ng/g,Bromés,HBCD beta,"< 0,0023",0,0.0023,0.00115
Fromages,gruyère,N,2007,99,1,ng/g,Bromés,HBCD beta,0.0006,0.0006,0.0006,0.0006
Fromages,gruyère,N,2008,99,2,ng/g,Bromés,HBCD beta,"< 0,003",0,0.003,0.0015
Oeufs et dérivés,"œuf brouillé, omelette",R,2007,1,1,ng/g,Bromés,HBCD beta,"< 0,0004",0,0.0004,0.0002
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,2,1,ng/g,Bromés,HBCD beta,"< 0,0015",0,0.0015,0.00075
Oeufs et dérivés,"œuf brouillé, omelette",R,2007,7,1,ng/g,Bromés,HBCD beta,"< 0,0028",0,0.0028,0.0014
Oeufs et dérivés,"œuf brouillé, omelette",R,2007,34,1,ng/g,Bromés,HBCD beta,"< 0,0022",0,0.0022,0.0011
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,5,1,ng/g,Bromés,HBCD beta,"< 0,002",0,0.002,0.001
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,9,1,ng/g,Bromés,HBCD beta,"< 0,002",0,0.002,0.001
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,8,1,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Oeufs et dérivés,"œuf brouillé, omelette",R,2009,6,2,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,2,2,ng/g,Bromés,HBCD beta,"< 0,002",0,0.002,0.001
Oeufs et dérivés,"œuf brouillé, omelette",R,2009,5,2,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,9,2,ng/g,Bromés,HBCD beta,0.0011,0.0011,0.0011,0.0011
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,7,2,ng/g,Bromés,HBCD beta,"< 0,0027",0,0.0027,0.00135
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,6,1,ng/g,Bromés,HBCD beta,0.0001,0.0001,0.0001,0.0001
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,34,2,ng/g,Bromés,HBCD beta,0.0002,0.0002,0.0002,0.0002
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,1,2,ng/g,Bromés,HBCD beta,"< 0,0018",0,0.0018,0.0009
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,8,2,ng/g,Bromés,HBCD beta,"< 0,0012",0,0.0012,0.0006
Beurre,beurre salé,N,2007,99,1,ng/g,Bromés,HBCD beta,"< 0,0073",0,0.0073,0.00365
Beurre,beurre salé,N,2008,99,2,ng/g,Bromés,HBCD beta,"< 0,0189",0,0.0189,0.00945
Margarine,margarine allégée,N,2007,99,1,ng/g,Bromés,HBCD beta,"< 0,0046",0,0.0046,0.0023
Margarine,margarine allégée,N,2008,99,2,ng/g,Bromés,HBCD beta,"< 0,0047",0,0.0047,0.00235
Viande,mouton,R,2008,2,1,ng/g,Bromés,HBCD beta,"< 0,0022",0,0.0022,0.0011
Viande,mouton,R,2007,7,1,ng/g,Bromés,HBCD beta,"<0,031",0,0.031,0.0155
Viande,mouton,R,2007,34,1,ng/g,Bromés,HBCD beta,"< 0,0012",0,0.0012,0.0006
Viande,mouton,R,2007,1,1,ng/g,Bromés,HBCD beta,"< 0,0044",0,0.0044,0.0022
Viande,mouton,R,2008,5,1,ng/g,Bromés,HBCD beta,"< 0,002",0,0.002,0.001
Viande,mouton,R,2008,8,1,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Viande,mouton,R,2008,9,2,ng/g,Bromés,HBCD beta,0.0008,0.0008,0.0008,0.0008
Viande,mouton,R,2008,2,2,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Viande,mouton,R,2008,9,1,ng/g,Bromés,HBCD beta,0.0001,0.0001,0.0001,0.0001
Viande,mouton,R,2009,5,2,ng/g,Bromés,HBCD beta,"<0,001",0,0.001,0.0005
Viande,mouton,R,2008,6,1,ng/g,Bromés,HBCD beta,"< 0,0001",0,0.0001,5e-05
Viande,mouton,R,2009,6,2,ng/g,Bromés,HBCD beta,0.0004,0.0004,0.0004,0.0004
Viande,mouton,R,2008,34,2,ng/g,Bromés,HBCD beta,0.0017,0.0017,0.0017,0.0017
Viande,mouton,R,2008,7,2,ng/g,Bromés,HBCD beta,"< 0,0014",0,0.0014,0.0007
Viande,mouton,R,2008,1,2,ng/g,Bromés,HBCD beta,"< 0,002",0,0.002,0.001
Viande,mouton,R,2008,8,2,ng/g,Bromés,HBCD beta,"<0,001",0,0.001,0.0005
Viande,bœuf steak,R,2008,2,1,ng/g,Bromés,HBCD beta,"< 0,0023",0,0.0023,0.00115
Viande,bœuf steak,R,2007,7,1,ng/g,Bromés,HBCD beta,0.0025,0.0025,0.0025,0.0025
Viande,bœuf steak,R,2007,34,1,ng/g,Bromés,HBCD beta,"< 0,0015",0,0.0015,0.00075
Viande,bœuf steak,R,2007,1,1,ng/g,Bromés,HBCD beta,"< 0,0015",0,0.0015,0.00075
Viande,bœuf steak,R,2008,2,2,ng/g,Bromés,HBCD beta,0.0003,0.0003,0.0003,0.0003
Viande,bœuf steak,R,2008,9,1,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Viande,bœuf steak,R,2009,5,2,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Viande,bœuf steak,R,2008,9,2,ng/g,Bromés,HBCD beta,0.0004,0.0004,0.0004,0.0004
Viande,bœuf steak,R,2009,6,2,ng/g,Bromés,HBCD beta,"< 0,0001",0,0.0001,5e-05
Viande,bœuf steak,R,2008,34,2,ng/g,Bromés,HBCD beta,0.0000,0.0000,0.0000,0.0000
Viande,bœuf steak,R,2008,5,1,ng/g,Bromés,HBCD beta,"< 0,0014",0,0.0014,0.0007
Viande,bœuf steak,R,2008,8,1,ng/g,Bromés,HBCD beta,0.0004,0.0004,0.0004,0.0004
Viande,bœuf steak,R,2008,7,2,ng/g,Bromés,HBCD beta,0.0001,0.0001,0.0001,0.0001
Viande,bœuf steak,R,2008,6,1,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Viande,bœuf steak,R,2008,1,2,ng/g,Bromés,HBCD beta,"< 0,0012",0,0.0012,0.0006
Viande,bœuf steak,R,2008,8,2,ng/g,Bromés,HBCD beta,"< 0,0018",0,0.0018,0.0009
Viande,côte de porc,R,2008,2,1,ng/g,Bromés,HBCD beta,"< 0,002",0,0.002,0.001
Viande,côte de porc,R,2007,7,1,ng/g,Bromés,HBCD beta,"< 0,0036",0,0.0036,0.0018
Viande,côte de porc,R,2007,34,1,ng/g,Bromés,HBCD beta,"<0,0017",0,0.0017,0.00085
Viande,côte de porc,R,2007,1,1,ng/g,Bromés,HBCD beta,"< 0,0018",0,0.0018,0.0009
Viande,côte de porc,R,2008,5,1,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Viande,côte de porc,R,2008,9,1,ng/g,Bromés,HBCD beta,"< 0,002",0,0.002,0.001
Viande,côte de porc,R,2009,5,2,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Viande,côte de porc,R,2009,6,2,ng/g,Bromés,HBCD beta,0.0006,0.0006,0.0006,0.0006
Viande,côte de porc,R,2008,2,2,ng/g,Bromés,HBCD beta,0.0042,0.0042,0.0042,0.0042
Viande,côte de porc,R,2008,9,2,ng/g,Bromés,HBCD beta,0.0009,0.0009,0.0009,0.0009
Viande,côte de porc,R,2008,7,2,ng/g,Bromés,HBCD beta,0.0738,0.0738,0.0738,0.0738
Viande,côte de porc,R,2008,34,2,ng/g,Bromés,HBCD beta,0.0024,0.0024,0.0024,0.0024
Viande,côte de porc,R,2008,8,1,ng/g,Bromés,HBCD beta,0.0001,0.0001,0.0001,0.0001
Viande,côte de porc,R,2008,6,1,ng/g,Bromés,HBCD beta,"< 0,0012",0,0.0012,0.0006
Viande,côte de porc,R,2008,1,2,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Viande,côte de porc,R,2008,8,2,ng/g,Bromés,HBCD beta,"<0,009",0,0.009,0.0045
Viande,rôti de porc,R,2008,2,1,ng/g,Bromés,HBCD beta,"< 0,0001",0,0.0001,5e-05
Viande,rôti de porc,R,2007,34,1,ng/g,Bromés,HBCD beta,"<0,0003",0,0.0003,0.00015
Viande,rôti de porc,R,2007,7,1,ng/g,Bromés,HBCD beta,"< 0,0024",0,0.0024,0.0012
Viande,rôti de porc,R,2007,1,1,ng/g,Bromés,HBCD beta,"< 0,00004",0,4e-05,2e-05
Viande,rôti de porc,R,2008,9,1,ng/g,Bromés,HBCD beta,0.0025,0.0025,0.0025,0.0025
Viande,rôti de porc,R,2008,2,2,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Viande,rôti de porc,R,2009,5,2,ng/g,Bromés,HBCD beta,0.0018,0.0018,0.0018,0.0018
Viande,rôti de porc,R,2008,9,2,ng/g,Bromés,HBCD beta,"< 0,0014",0,0.0014,0.0007
Viande,rôti de porc,R,2008,6,1,ng/g,Bromés,HBCD beta,"< 0,0001",0,0.0001,5e-05
Viande,rôti de porc,R,2009,6,2,ng/g,Bromés,HBCD beta,0.0011,0.0011,0.0011,0.0011
Viande,rôti de porc,R,2008,34,2,ng/g,Bromés,HBCD beta,0.0006,0.0006,0.0006,0.0006
Viande,rôti de porc,R,2008,5,1,ng/g,Bromés,HBCD beta,0.0009,0.0009,0.0009,0.0009
Viande,rôti de porc,R,2008,8,1,ng/g,Bromés,HBCD beta,0.0038,0.0038,0.0038,0.0038
Viande,rôti de porc,R,2008,7,2,ng/g,Bromés,HBCD beta,"< 0,002",0,0.002,0.001
Viande,rôti de porc,R,2008,1,2,ng/g,Bromés,HBCD beta,"< 0,0017",0,0.0017,0.00085
Viande,rôti de porc,R,2008,8,2,ng/g,Bromés,HBCD beta,"<0,0002",0,0.0002,0.0001
Plats composés,veau,R,2008,2,1,ng/g,Bromés,HBCD beta,0.0006,0.0006,0.0006,0.0006
Plats composés,veau,R,2007,7,1,ng/g,Bromés,HBCD beta,"< 0,0012",0,0.0012,0.0006
Plats composés,veau,R,2007,34,1,ng/g,Bromés,HBCD beta,0.0004,0.0004,0.0004,0.0004
Plats composés,veau,R,2007,1,1,ng/g,Bromés,HBCD beta,"< 0,0043",0,0.0043,0.00215
Plats composés,veau,R,2008,5,1,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Plats composés,veau,R,2008,9,1,ng/g,Bromés,HBCD beta,0.0039,0.0039,0.0039,0.0039
Plats composés,veau,R,2008,9,2,ng/g,Bromés,HBCD beta,0.0013,0.0013,0.0013,0.0013
Plats composés,veau,R,2009,6,2,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Plats composés,veau,R,2008,2,2,ng/g,Bromés,HBCD beta,0.0006,0.0006,0.0006,0.0006
Plats composés,veau,R,2009,5,2,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Plats composés,veau,R,2008,34,2,ng/g,Bromés,HBCD beta,"< 0,0011",0,0.0011,0.00055
Plats composés,veau,R,2008,8,1,ng/g,Bromés,HBCD beta,"< 0,0009",0,0.0009,0.00045
Plats composés,veau,R,2008,7,2,ng/g,Bromés,HBCD beta,0.0100,0.0100,0.0100,0.0100
Plats composés,veau,R,2008,6,1,ng/g,Bromés,HBCD beta,"< 0,001",0,0.001,0.0005
Plats composés,veau,R,2008,1,2,ng/g,Bromés,HBCD beta,"< 0,0014",0,0.0014,0.0007
Plats composés,veau,R,2008,8,2,ng/g,Bromés,HBCD beta,"<0,0001",0,0.0001,5e-05
Volaille et gibier,canard,R,2007,34,1,ng/g,Bromés,HBCD beta,"< 0,0024",0,0.0024,0.0012
Volaille et gibier,canard,R,2008,34,2,ng/g,Bromés,HBCD beta,0.0017,0.0017,0.0017,0.0017
Volaille et gibier,canard,R,2008,8,1,ng/g,Bromés,HBCD beta,0.0009,0.0009,0.0009,0.0009
Volaille et gibier,canard,R,2008,8,2,ng/g,Bromés,HBCD beta,"< 0,0021",0,0.0021,0.00105
Volaille et gibier,poulet,R,2007,7,1,ng/g,Bromés,HBCD beta,"< 0,0023",0,0.0023,0.00115
Volaille et gibier,poulet,R,2007,34,1,ng/g,Bromés,HBCD beta,"< 0,0019",0,0.0019,0.00095
