Groupe de la nomenclature INCA 2,Libellé,Type,Date,Région,Vague,Unité,Famille de substances,Substance,Contamination rapportée,LB,UB,MB
Volaille et gibier,dinde escalope,R,2008,34,2,ng/g,Perfluorés,PFHxS,"<0,018",0,0.018,0.009
Volaille et gibier,dinde escalope,R,2008,5,1,ng/g,Perfluorés,PFHxS,"<0,022",0,0.022,0.011
Volaille et gibier,dinde escalope,R,2008,7,2,ng/g,Perfluorés,PFHxS,"<0,017",0,0.017,0.0085
Volaille et gibier,dinde escalope,R,2008,6,1,ng/g,Perfluorés,PFHxS,"<0,031",0,0.031,0.0155
Volaille et gibier,dinde escalope,R,2008,1,2,ng/g,Perfluorés,PFHxS,"<0,056",0,0.056,0.028
Volaille et gibier,dinde escalope,R,2008,8,2,ng/g,Perfluorés,PFHxS,"<0,026",0,0.026,0.013
"Entremets, crèmes desserts et laits gélifiés",mousse au chocolat rayon frais,N,2007,99,1,ng/g,Perfluorés,PFHxS,"<0,016",0,0.016,0.008
"Entremets, crèmes desserts et laits gélifiés",mousse au chocolat rayon frais,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,022",0,0.022,0.011
"Entremets, crèmes desserts et laits gélifiés",chocolat viennois ou liégeois,N,2007,99,1,ng/g,Perfluorés,PFHxS,"<0,013",0,0.013,0.0065
"Entremets, crèmes desserts et laits gélifiés",chocolat viennois ou liégeois,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,016",0,0.016,0.008
"Entremets, crèmes desserts et laits gélifiés",crème caramel,N,2007,99,1,ng/g,Perfluorés,PFHxS,"<0,013",0,0.013,0.0065
"Entremets, crèmes desserts et laits gélifiés",crème caramel,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
"Entremets, crèmes desserts et laits gélifiés",clafoutis aux fruits,R,2009,6,2,ng/g,Perfluorés,PFHxS,"<0,057",0,0.057,0.0285
"Entremets, crèmes desserts et laits gélifiés",clafoutis aux fruits,R,2008,6,1,ng/g,Perfluorés,PFHxS,"<0,021",0,0.021,0.0105
"Entremets, crèmes desserts et laits gélifiés",flan aux oeufs,R,2007,1,1,ng/g,Perfluorés,PFHxS,"<0,012",0,0.012,0.006
"Entremets, crèmes desserts et laits gélifiés",flan aux oeufs,R,2008,2,1,ng/g,Perfluorés,PFHxS,"<0,023",0,0.023,0.0115
"Entremets, crèmes desserts et laits gélifiés",flan aux oeufs,R,2008,5,1,ng/g,Perfluorés,PFHxS,"<0,027",0,0.027,0.0135
"Entremets, crèmes desserts et laits gélifiés",flan aux oeufs,R,2008,2,2,ng/g,Perfluorés,PFHxS,"<0,018",0,0.018,0.009
"Entremets, crèmes desserts et laits gélifiés",flan aux oeufs,R,2008,9,1,ng/g,Perfluorés,PFHxS,"<0,018",0,0.018,0.009
"Entremets, crèmes desserts et laits gélifiés",flan aux oeufs,R,2009,5,2,ng/g,Perfluorés,PFHxS,"<0,018",0,0.018,0.009
"Entremets, crèmes desserts et laits gélifiés",flan aux oeufs,R,2008,9,2,ng/g,Perfluorés,PFHxS,"<0,014",0,0.014,0.007
"Entremets, crèmes desserts et laits gélifiés",flan aux oeufs,R,2009,6,2,ng/g,Perfluorés,PFHxS,"<0,054",0,0.054,0.027
"Entremets, crèmes desserts et laits gélifiés",flan aux oeufs,R,2008,1,2,ng/g,Perfluorés,PFHxS,"<0,035",0,0.035,0.0175
"Entremets, crèmes desserts et laits gélifiés",flan aux oeufs,R,2008,8,1,ng/g,Perfluorés,PFHxS,"<0,037",0,0.037,0.0185
"Entremets, crèmes desserts et laits gélifiés",flan aux oeufs,R,2008,6,1,ng/g,Perfluorés,PFHxS,"<0,028",0,0.028,0.014
"Entremets, crèmes desserts et laits gélifiés",flan aux oeufs,R,2008,8,2,ng/g,Perfluorés,PFHxS,"<0,019",0,0.019,0.0095
Pain et panification sèche,biscotte,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,066",0,0.066,0.033
Pain et panification sèche,baguette,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,042",0,0.042,0.021
Pain et panification sèche,pain de campagne,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,033",0,0.033,0.0165
Céréales pour petit déjeuner,céréales au chocolat,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,018",0,0.018,0.009
Céréales pour petit déjeuner,muesli,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,016",0,0.016,0.008
Céréales pour petit déjeuner,pétales de maïs,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,009",0,0.009,0.0045
Viennoiserie,croissant,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,009",0,0.009,0.0045
Viennoiserie,brioche et pain brioché,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,056",0,0.056,0.028
Biscuits sucrés ou salés et barres,biscuit apéritif,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,067",0,0.067,0.0335
Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,065",0,0.065,0.0325
Biscuits sucrés ou salés et barres,biscuit sec,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,067",0,0.067,0.0335
Pâtisseries et gâteaux,moelleux au chocolat,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,05",0,0.05,0.025
Pâtisseries et gâteaux,"chou, chouquette",N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,037",0,0.037,0.0185
Pâtisseries et gâteaux,crêpe sucrée,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,036",0,0.036,0.018
Pâtisseries et gâteaux,crêpe ou gaufre,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,01",0,0.01,0.005
Pâtisseries et gâteaux,gâteau,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,051",0,0.051,0.0255
Pâtisseries et gâteaux,tarte ou tartelette,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,036",0,0.036,0.018
Lait,lait demi-écrémé,R,2007,1,1,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Lait,lait demi-écrémé,R,2007,34,1,ng/g,Perfluorés,PFHxS,"<0,048",0,0.048,0.024
Lait,lait demi-écrémé,R,2007,7,1,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Lait,lait demi-écrémé,R,2008,2,1,ng/g,Perfluorés,PFHxS,"<0,048",0,0.048,0.024
Lait,lait demi-écrémé,R,2008,9,1,ng/g,Perfluorés,PFHxS,"<0,093",0,0.093,0.0465
Lait,lait demi-écrémé,R,2009,5,2,ng/g,Perfluorés,PFHxS,"<0,066",0,0.066,0.033
Lait,lait demi-écrémé,R,2008,2,2,ng/g,Perfluorés,PFHxS,"<0,066",0,0.066,0.033
Lait,lait demi-écrémé,R,2008,9,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Lait,lait demi-écrémé,R,2009,6,2,ng/g,Perfluorés,PFHxS,"<0,046",0,0.046,0.023
Lait,lait demi-écrémé,R,2008,34,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Lait,lait demi-écrémé,R,2008,5,1,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Lait,lait demi-écrémé,R,2008,8,1,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Lait,lait demi-écrémé,R,2008,7,2,ng/g,Perfluorés,PFHxS,"<0,045",0,0.045,0.0225
Lait,lait demi-écrémé,R,2008,6,1,ng/g,Perfluorés,PFHxS,"<0,066",0,0.066,0.033
Lait,lait demi-écrémé,R,2008,1,2,ng/g,Perfluorés,PFHxS,"<0,066",0,0.066,0.033
Lait,lait demi-écrémé,R,2008,8,2,ng/g,Perfluorés,PFHxS,"<0,063",0,0.063,0.0315
Lait,lait écrémé,R,2007,1,1,ng/g,Perfluorés,PFHxS,"<0,046",0,0.046,0.023
Lait,lait écrémé,R,2007,7,1,ng/g,Perfluorés,PFHxS,"<0,046",0,0.046,0.023
Lait,lait écrémé,R,2008,2,1,ng/g,Perfluorés,PFHxS,"<0,046",0,0.046,0.023
Lait,lait écrémé,R,2009,5,2,ng/g,Perfluorés,PFHxS,"<0,067",0,0.067,0.0335
Lait,lait écrémé,R,2008,2,2,ng/g,Perfluorés,PFHxS,"<0,066",0,0.066,0.033
Lait,lait écrémé,R,2009,6,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Lait,lait écrémé,R,2008,5,1,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Lait,lait écrémé,R,2008,7,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Lait,lait écrémé,R,2008,6,1,ng/g,Perfluorés,PFHxS,"<0,064",0,0.064,0.032
Lait,lait écrémé,R,2008,1,2,ng/g,Perfluorés,PFHxS,"<0,065",0,0.065,0.0325
Lait,lait entier,R,2007,1,1,ng/g,Perfluorés,PFHxS,"<0,046",0,0.046,0.023
Lait,lait entier,R,2007,34,1,ng/g,Perfluorés,PFHxS,"<0,045",0,0.045,0.0225
Lait,lait entier,R,2007,7,1,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Lait,lait entier,R,2008,2,1,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Lait,lait entier,R,2008,9,1,ng/g,Perfluorés,PFHxS,"<0,094",0,0.094,0.047
Lait,lait entier,R,2008,2,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Lait,lait entier,R,2008,9,2,ng/g,Perfluorés,PFHxS,"<0,046",0,0.046,0.023
Lait,lait entier,R,2008,34,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Lait,lait entier,R,2008,8,1,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Lait,lait entier,R,2008,7,2,ng/g,Perfluorés,PFHxS,"<0,068",0,0.068,0.034
Lait,lait entier,R,2008,1,2,ng/g,Perfluorés,PFHxS,"<0,064",0,0.064,0.032
Lait,lait entier,R,2008,8,2,ng/g,Perfluorés,PFHxS,"<0,064",0,0.064,0.032
Ultra-frais laitier,crème fraîche,R,2007,7,1,ng/g,Perfluorés,PFHxS,"<0,012",0,0.012,0.006
Ultra-frais laitier,crème fraîche,R,2007,34,1,ng/g,Perfluorés,PFHxS,"<0,076",0,0.076,0.038
Ultra-frais laitier,crème fraîche,R,2007,1,1,ng/g,Perfluorés,PFHxS,"<0,074",0,0.074,0.037
Ultra-frais laitier,crème fraîche,R,2008,5,1,ng/g,Perfluorés,PFHxS,"<0,092",0,0.092,0.046
Ultra-frais laitier,crème fraîche,R,2008,9,2,ng/g,Perfluorés,PFHxS,"<0,096",0,0.096,0.048
Ultra-frais laitier,crème fraîche,R,2009,5,2,ng/g,Perfluorés,PFHxS,"<0,092",0,0.092,0.046
Ultra-frais laitier,crème fraîche,R,2009,6,2,ng/g,Perfluorés,PFHxS,"<0,066",0,0.066,0.033
Ultra-frais laitier,crème fraîche,R,2008,9,1,ng/g,Perfluorés,PFHxS,"<0,045",0,0.045,0.0225
Ultra-frais laitier,crème fraîche,R,2008,6,1,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Ultra-frais laitier,crème fraîche,R,2008,34,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Ultra-frais laitier,crème fraîche,R,2008,7,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Ultra-frais laitier,crème fraîche,R,2008,1,2,ng/g,Perfluorés,PFHxS,"<0,065",0,0.065,0.0325
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2007,7,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2007,34,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2007,1,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,2,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,9,1,ng/g,Perfluorés,PFHxS,"<0,096",0,0.096,0.048
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,9,2,ng/g,Perfluorés,PFHxS,"<0,093",0,0.093,0.0465
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,8,2,ng/g,Perfluorés,PFHxS,"<0,067",0,0.067,0.0335
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2009,6,2,ng/g,Perfluorés,PFHxS,"<0,066",0,0.066,0.033
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,2,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2009,5,2,ng/g,Perfluorés,PFHxS,"<0,048",0,0.048,0.024
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,6,1,ng/g,Perfluorés,PFHxS,"<0,046",0,0.046,0.023
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,34,2,ng/g,Perfluorés,PFHxS,"<0,046",0,0.046,0.023
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,5,1,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,8,1,ng/g,Perfluorés,PFHxS,"<0,048",0,0.048,0.024
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,7,2,ng/g,Perfluorés,PFHxS,"<0,066",0,0.066,0.033
Ultra-frais laitier,lait fermenté et yaourt à boire,R,2008,1,2,ng/g,Perfluorés,PFHxS,"<0,065",0,0.065,0.0325
Fromages,fromage blanc non allégé,R,2008,2,1,ng/g,Perfluorés,PFHxS,"<0,076",0,0.076,0.038
Fromages,fromage blanc non allégé,R,2007,7,1,ng/g,Perfluorés,PFHxS,"<0,076",0,0.076,0.038
Fromages,fromage blanc non allégé,R,2007,34,1,ng/g,Perfluorés,PFHxS,"<0,074",0,0.074,0.037
Fromages,fromage blanc non allégé,R,2007,1,1,ng/g,Perfluorés,PFHxS,"<0,075",0,0.075,0.0375
Fromages,fromage blanc non allégé,R,2008,9,1,ng/g,Perfluorés,PFHxS,"<0,093",0,0.093,0.0465
Fromages,fromage blanc non allégé,R,2008,8,1,ng/g,Perfluorés,PFHxS,"<0,094",0,0.094,0.047
Fromages,fromage blanc non allégé,R,2008,9,2,ng/g,Perfluorés,PFHxS,"<0,092",0,0.092,0.046
Fromages,fromage blanc non allégé,R,2008,8,2,ng/g,Perfluorés,PFHxS,"<0,066",0,0.066,0.033
Fromages,fromage blanc non allégé,R,2008,2,2,ng/g,Perfluorés,PFHxS,"<0,065",0,0.065,0.0325
Fromages,fromage blanc non allégé,R,2009,5,2,ng/g,Perfluorés,PFHxS,"<0,046",0,0.046,0.023
Fromages,fromage blanc non allégé,R,2008,7,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Fromages,fromage blanc non allégé,R,2009,6,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Fromages,fromage blanc non allégé,R,2008,34,2,ng/g,Perfluorés,PFHxS,"<0,046",0,0.046,0.023
Fromages,fromage blanc non allégé,R,2008,5,1,ng/g,Perfluorés,PFHxS,"<0,048",0,0.048,0.024
Fromages,fromage blanc non allégé,R,2008,6,1,ng/g,Perfluorés,PFHxS,"<0,064",0,0.064,0.032
Fromages,fromage blanc non allégé,R,2008,1,2,ng/g,Perfluorés,PFHxS,"<0,064",0,0.064,0.032
Ultra-frais laitier,yaourt 0%,R,2007,1,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Ultra-frais laitier,yaourt 0%,R,2008,2,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Ultra-frais laitier,yaourt 0%,R,2007,7,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Ultra-frais laitier,yaourt 0%,R,2007,34,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Ultra-frais laitier,yaourt 0%,R,2008,9,2,ng/g,Perfluorés,PFHxS,"<0,095",0,0.095,0.0475
Ultra-frais laitier,yaourt 0%,R,2009,5,2,ng/g,Perfluorés,PFHxS,"<0,067",0,0.067,0.0335
Ultra-frais laitier,yaourt 0%,R,2008,8,2,ng/g,Perfluorés,PFHxS,"<0,066",0,0.066,0.033
Ultra-frais laitier,yaourt 0%,R,2009,6,2,ng/g,Perfluorés,PFHxS,"<0,065",0,0.065,0.0325
Ultra-frais laitier,yaourt 0%,R,2008,2,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Ultra-frais laitier,yaourt 0%,R,2008,9,1,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Ultra-frais laitier,yaourt 0%,R,2008,7,2,ng/g,Perfluorés,PFHxS,"<0,046",0,0.046,0.023
Ultra-frais laitier,yaourt 0%,R,2008,34,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Ultra-frais laitier,yaourt 0%,R,2008,5,1,ng/g,Perfluorés,PFHxS,"<0,045",0,0.045,0.0225
Ultra-frais laitier,yaourt 0%,R,2008,8,1,ng/g,Perfluorés,PFHxS,"<0,046",0,0.046,0.023
Ultra-frais laitier,yaourt 0%,R,2008,6,1,ng/g,Perfluorés,PFHxS,"<0,067",0,0.067,0.0335
Ultra-frais laitier,yaourt 0%,R,2008,1,2,ng/g,Perfluorés,PFHxS,"<0,063",0,0.063,0.0315
Ultra-frais laitier,yaourt au lait entier,R,2007,7,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Ultra-frais laitier,yaourt au lait entier,R,2007,34,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Ultra-frais laitier,yaourt au lait entier,R,2007,1,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Ultra-frais laitier,yaourt au lait entier,R,2008,2,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Ultra-frais laitier,yaourt au lait entier,R,2008,5,1,ng/g,Perfluorés,PFHxS,"<0,093",0,0.093,0.0465
Ultra-frais laitier,yaourt au lait entier,R,2008,9,1,ng/g,Perfluorés,PFHxS,"<0,095",0,0.095,0.0475
Ultra-frais laitier,yaourt au lait entier,R,2008,9,2,ng/g,Perfluorés,PFHxS,"<0,095",0,0.095,0.0475
Ultra-frais laitier,yaourt au lait entier,R,2009,5,2,ng/g,Perfluorés,PFHxS,"<0,065",0,0.065,0.0325
Ultra-frais laitier,yaourt au lait entier,R,2008,8,2,ng/g,Perfluorés,PFHxS,"<0,065",0,0.065,0.0325
Ultra-frais laitier,yaourt au lait entier,R,2009,6,2,ng/g,Perfluorés,PFHxS,"<0,065",0,0.065,0.0325
Ultra-frais laitier,yaourt au lait entier,R,2008,2,2,ng/g,Perfluorés,PFHxS,"<0,048",0,0.048,0.024
Ultra-frais laitier,yaourt au lait entier,R,2008,7,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Ultra-frais laitier,yaourt au lait entier,R,2008,6,1,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Ultra-frais laitier,yaourt au lait entier,R,2008,34,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Ultra-frais laitier,yaourt au lait entier,R,2008,8,1,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Ultra-frais laitier,yaourt au lait entier,R,2008,1,2,ng/g,Perfluorés,PFHxS,"<0,063",0,0.063,0.0315
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2007,1,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,2,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2007,7,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2007,34,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,8,1,ng/g,Perfluorés,PFHxS,"<0,095",0,0.095,0.0475
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2009,5,2,ng/g,Perfluorés,PFHxS,"<0,066",0,0.066,0.033
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2009,6,2,ng/g,Perfluorés,PFHxS,"<0,066",0,0.066,0.033
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,2,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,9,1,ng/g,Perfluorés,PFHxS,"<0,046",0,0.046,0.023
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,9,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,7,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,34,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,1,2,ng/g,Perfluorés,PFHxS,"<0,047",0,0.047,0.0235
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,5,1,ng/g,Perfluorés,PFHxS,"<0,045",0,0.045,0.0225
Ultra-frais laitier,yaourt au lait partiellement écrémé,R,2008,8,2,ng/g,Perfluorés,PFHxS,"<0,048",0,0.048,0.024
Fromages,fromage fondu,N,2007,99,1,ng/g,Perfluorés,PFHxS,"<0,018",0,0.018,0.009
Fromages,fromage fondu,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,021",0,0.021,0.0105
Fromages,camembert et apparenté,N,2007,99,1,ng/g,Perfluorés,PFHxS,"<0,036",0,0.036,0.018
Fromages,camembert et apparenté,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,022",0,0.022,0.011
Fromages,"cantal, morbier et apparenté",N,2007,99,1,ng/g,Perfluorés,PFHxS,"<0,021",0,0.021,0.0105
Fromages,"cantal, morbier et apparenté",N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,017",0,0.017,0.0085
Fromages,chèvre,N,2007,99,1,ng/g,Perfluorés,PFHxS,"<0,146",0,0.146,0.073
Fromages,chèvre,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,13",0,0.13,0.065
Fromages,edam et apparenté,N,2007,99,1,ng/g,Perfluorés,PFHxS,"<0,022",0,0.022,0.011
Fromages,edam et apparenté,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,018",0,0.018,0.009
Fromages,gruyère,N,2007,99,1,ng/g,Perfluorés,PFHxS,"<0,024",0,0.024,0.012
Fromages,gruyère,N,2008,99,2,ng/g,Perfluorés,PFHxS,"<0,032",0,0.032,0.016
Oeufs et dérivés,"œuf brouillé, omelette",R,2007,1,1,ng/g,Perfluorés,PFHxS,"<0,014",0,0.014,0.007
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,2,1,ng/g,Perfluorés,PFHxS,"<0,016",0,0.016,0.008
Oeufs et dérivés,"œuf brouillé, omelette",R,2007,7,1,ng/g,Perfluorés,PFHxS,"<0,021",0,0.021,0.0105
Oeufs et dérivés,"œuf brouillé, omelette",R,2007,34,1,ng/g,Perfluorés,PFHxS,"<0,014",0,0.014,0.007
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,5,1,ng/g,Perfluorés,PFHxS,"<0,003",0,0.003,0.0015
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,9,1,ng/g,Perfluorés,PFHxS,"<0,013",0,0.013,0.0065
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,8,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Oeufs et dérivés,"œuf brouillé, omelette",R,2009,6,2,ng/g,Perfluorés,PFHxS,"<0,013",0,0.013,0.0065
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,2,2,ng/g,Perfluorés,PFHxS,"<0,015",0,0.015,0.0075
Oeufs et dérivés,"œuf brouillé, omelette",R,2009,5,2,ng/g,Perfluorés,PFHxS,"<0,015",0,0.015,0.0075
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,9,2,ng/g,Perfluorés,PFHxS,"<0,013",0,0.013,0.0065
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,7,2,ng/g,Perfluorés,PFHxS,"<0,015",0,0.015,0.0075
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,6,1,ng/g,Perfluorés,PFHxS,"<0,015",0,0.015,0.0075
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,34,2,ng/g,Perfluorés,PFHxS,"<0,018",0,0.018,0.009
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,1,2,ng/g,Perfluorés,PFHxS,"<0,027",0,0.027,0.0135
Oeufs et dérivés,"œuf brouillé, omelette",R,2008,8,2,ng/g,Perfluorés,PFHxS,"<0,016",0,0.016,0.008
Beurre,beurre salé,N,2007,99,1,ng/g,Perfluorés,PFHxS,"<0,075",0,0.075,0.0375
Viande,mouton,R,2008,2,1,ng/g,Perfluorés,PFHxS,"<0,026",0,0.026,0.013
Viande,mouton,R,2007,7,1,ng/g,Perfluorés,PFHxS,"<0,022",0,0.022,0.011
Viande,mouton,R,2007,34,1,ng/g,Perfluorés,PFHxS,"<0,023",0,0.023,0.0115
Viande,mouton,R,2007,1,1,ng/g,Perfluorés,PFHxS,"<0,035",0,0.035,0.0175
Viande,mouton,R,2008,5,1,ng/g,Perfluorés,PFHxS,"<0,035",0,0.035,0.0175
Viande,mouton,R,2008,8,1,ng/g,Perfluorés,PFHxS,"<0,025",0,0.025,0.0125
Viande,mouton,R,2008,9,2,ng/g,Perfluorés,PFHxS,"<0,022",0,0.022,0.011
Viande,mouton,R,2008,2,2,ng/g,Perfluorés,PFHxS,"<0,017",0,0.017,0.0085
Viande,mouton,R,2008,9,1,ng/g,Perfluorés,PFHxS,"<0,02",0,0.02,0.01
Viande,mouton,R,2009,5,2,ng/g,Perfluorés,PFHxS,"<0,014",0,0.014,0.007
Viande,mouton,R,2008,6,1,ng/g,Perfluorés,PFHxS,"<0,062",0,0.062,0.031
Viande,mouton,R,2009,6,2,ng/g,Perfluorés,PFHxS,"<0,066",0,0.066,0.033
Viande,mouton,R,2008,34,2,ng/g,Perfluorés,PFHxS,"<0,024",0,0.024,0.012
Viande,mouton,R,2008,7,2,ng/g,Perfluorés,PFHxS,"<0,021",0,0.021,0.0105
Viande,mouton,R,2008,1,2,ng/g,Perfluorés,PFHxS,"<0,05",0,0.05,0.025
Viande,mouton,R,2008,8,2,ng/g,Perfluorés,PFHxS,"<0,023",0,0.023,0.0115
Viande,bœuf steak,R,2008,2,1,ng/g,Perfluorés,PFHxS,"<0,037",0,0.037,0.0185
Viande,bœuf steak,R,2007,7,1,ng/g,Perfluorés,PFHxS,"<0,12",0,0.12,0.06
Viande,bœuf steak,R,2007,34,1,ng/g,Perfluorés,PFHxS,"<0,023",0,0.023,0.0115
Viande,bœuf steak,R,2007,1,1,ng/g,Perfluorés,PFHxS,"<0,03",0,0.03,0.015
Viande,bœuf steak,R,2008,2,2,ng/g,Perfluorés,PFHxS,"<0,023",0,0.023,0.0115
Viande,bœuf steak,R,2008,9,1,ng/g,Perfluorés,PFHxS,"<0,019",0,0.019,0.0095
